93.233333333333,6129274.4,0.0
0.0,0.0,0.0
3.3666666666666667,425021.3333333333,12.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,170566.93333333332,0.0
1.0,27960.0,0.0
93.05,6755624.0,0.0
0.0,0.0,0.0
3.7,441798.6666666667,12.333333333333334
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.2,156586.4,0.0
1.0,78291.46666666666,0.0
89.15,8947846.4,535.6666666666666
0.0,0.0,0.0
3.4,525684.0,12.266666666666667
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.3333333333333335,296394.93333333335,0.0
1.0,11184.0,0.0
90.05,1.8790479466666665E7,349.6666666666667
0.0,0.0,0.0
3.333333333333333,346727.73333333334,11.533333333333333
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,176160.0,0.0
1.0,0.0,0.0
93.56666666666666,9305760.533333333,0.0
0.0,0.0,0.0
3.533333333333333,408244.26666666666,10.6
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,173362.93333333332,0.0
1.0,0.0,0.0
93.25,6352970.4,0.0
0.0,0.0,0.0
3.166666666666667,682272.0,11.6
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,120235.46666666666,0.0
1.0,0.0,0.0
92.75,6129274.4,0.0
0.0,0.0,0.0
3.3666666666666667,447390.13333333336,11.266666666666667
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,153790.66666666666,0.0
1.0,5592.0,0.0
86.78333333333335,9753152.266666668,502.6666666666667
0.0,0.0,0.0
3.666666666666667,352320.0,11.4
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,128623.2,0.0
1.0,2796.0,0.0
